1990272_1996163, -0.1
1990272_2000168, 0.1
1991054_2015252, 0.2
1991245_1999040, 0.1
1991245_2004254, 0.2
1991262_2011260, 0.1
1991297_2008076, -0.1
1991297_2010031, 0.1
1991303_2013363, 0.0
1991321_1995001, 0.0
1991321_1996177, 0.2
1991321_2011122, 0.1
1991321_2014016, 0.1
1991351_2003183, 0.2
1991351_2010246, -0.3
1992126_1997061, 0.0
1992174_2001299, 0.1
1992174_2014164, 0.1
1992184_2002197, 0.2
1992200_2012196, 0.2
1992297_2001047, 0.1
1992297_2008292, 0.0
1992322_2015353, -0.5
1992364_2002280, -0.1
1993029_2010071, 0.1
1993044_2015113, 0.1
1993046_1998134, -0.1
1993046_2004046, -0.1
1993046_2008192, 0.0
1993046_2011289, 0.0
1993046_2015290, -0.2
1993065_2011068, 0.0
1993074_2014327, 0.1
1993079_2006072, 0.1
1993096_2001254, -0.3
1993100_2007060, 0.0
1993137_2008201, 0.0
1993157_2012137, -0.1
1993197_2015070, 0.1
1993198_2015246, 0.0
1993208_2012060, 0.1
1993215_2002171, 0.0
1993254_2008153, 0.0
1993292_2003196, 0.2
1993309_2004130, 0.0
1993329_2003075, 0.0
1993334_2013205, -0.1
1993362_2008059, 0.0
1994102_1997267, 0.4
1994113_1995008, 0.1
1994113_2013206, 0.1
1994191_2010155, 0.1
1994214_2003079, 0.1
1994215_2013295, -0.1
1994217_2008176, 0.3
1994217_2011170, 0.0
1994229_2012213, -0.1
1994277_1994279, -0.3
1994277_2002248, 0.0
1994277_2009247, 0.1
1994277_2017312, 0.2
1994298_2007106, 0.0
1994298_2014162, 0.0
1994299_2009005, 0.0
1994304_2000278, 0.4
1994317_2007110, 0.1
1994317_2011125, 0.2
1994343_1999268, -0.1
1994343_2000336, 0.1
1994354_2012262, 0.3
1995001_1996177, 0.2
1995001_2002101, -0.1
1995001_2011122, 0.1
1995001_2014016, 0.1
1995005_2009174, 0.1
1995009_2017173, 0.2
1995020_2010249, 0.1
1995096_2014277, 0.2
1995106_1999026, 0.0
1995106_2003185, -0.1
1995111_1995145, 0.1
1995114_2003075, 0.1
1995180_2011109, 0.0
1995201_2007344, -0.1
1995230_2007044, 0.0
1995270_2011053, -0.1
1995318_2003183, 0.0
1996065_2005249, 0.1
1996088_2009194, 0.0
1996099_2008029, 0.2
1996123_2008070, 0.1
1996162_1996206, -0.1
1996162_2016166, -0.1
1996163_2000168, 0.2
1996177_2002101, -0.3
1996177_2008152, 0.0
1996177_2011122, -0.1
1996177_2011354, -0.1
1996177_2014016, -0.1
1996206_2016166, 0.0
1996276_2010227, -0.1
1996280_2014054, 0.4
1996290_2012334, -0.3
1996297_2009230, 0.0
1996321_2007248, 0.0
1996361_2010306, 0.0
1997018_1999275, -0.2
1997018_2002258, -0.1
1997018_2004315, -0.1
1997018_2010199, -0.1
1997040_2005120, 0.0
1997071_2002171, -0.1
1997071_2006322, 0.0
1997071_2011185, -0.1
1997076_2003317, 0.1
1997076_2016270, 0.1
1997098_2014171, 0.1
1997101_2011125, 0.0
1997117_2006347, 0.2
1997117_2008063, -0.1
1997125_2010314, 0.0
1997128_2011122, 0.2
1997170_2002155, -0.1
1997170_2007265, -0.1
1997170_2014260, -0.4
1997190_2014132, 0.0
1997245_2007016, 0.1
1997252_2007265, 0.1
1997264_2008231, 0.0
1997264_2017126, 0.0
1997267_2004133, 0.0
1997267_2007006, 0.0
1997267_2014275, 0.0
1997268_2016078, 0.1
1997293_2006231, 0.1
1997320_2012172, 0.1
1997327_2000156, 0.0
1998042_2011261, 0.1
1998080_2010254, -0.2
1998102_2005287, 0.0
1998113_2006198, 0.1
1998113_2014256, 0.0
1998121_2005276, 0.2
1998129_2003021, 0.0
1998134_2004046, 0.0
1998134_2008192, 0.1
1998134_2011289, 0.1
1998134_2015290, -0.1
1998143_2015145, -0.2
1998172_2005069, 0.1
1998172_2009186, 0.2
1998175_2011200, -0.3
1998229_2010223, 0.1
1998231_2002040, -0.1
1998236_2012200, -0.1
1998263_2015188, -0.1
1998281_2004283, 0.2
1998281_2009304, 0.2
1998289_2010263, -0.1
1998301_2010328, 0.2
1998303_2017168, 0.3
1998341_2008215, 0.1
1998341_2017012, -0.3
1999026_2003185, -0.1
1999026_2008053, 0.1
1999026_2013170, 0.1
1999026_2017186, 0.1
1999032_2010214, -0.2
1999040_2004254, 0.1
1999040_2010014, 0.1
1999051_2013357, 0.2
1999056_2013264, 0.0
1999115_2008067, 0.1
1999115_2016209, 0.0
1999129_2008013, 0.0
1999150_2006214, 0.0
1999178_2005120, 0.2
1999178_2012235, 0.1
1999207_2012060, 0.1
1999213_2009111, 0.1
1999232_2011194, -0.1
1999249_2007234, 0.3
1999249_2014102, 0.3
1999249_2014116, 0.3
1999262_2006352, 0.0
1999269_2013305, -0.1
1999275_2010199, 0.1
1999284_2012316, 0.0
2000029_2014195, -0.1
2000050_2010054, 0.1
2000055_2002233, 0.0
2000076_2014101, -0.1
2000081_2002013, 0.2
2000081_2008173, 0.2
2000089_2016196, 0.1
2000104_2012245, 0.1
2000157_2006075, 0.1
2000157_2012315, 0.0
2000161_2001045, -0.1
2000166_2012144, 0.2
2000166_2015347, 0.2
2000210_2008136, 0.0
2000210_2012319, -0.1
2000210_2016348, -0.1
2000216_2010271, 0.1
2000216_2016123, -0.2
2000217_2011175, -0.1
2000236_2012306, 0.1
2000242_2005124, -0.1
2000278_2006013, -0.3
2000278_2008132, -0.3
2000286_2011315, -0.2
2000329_2004143, 0.0
2000329_2009192, 0.1
2000329_2012169, 0.1
2000338_2013111, 0.1
2000345_2016218, -0.1
2001007_2009212, 0.0
2001009_2009281, 0.3
2001009_2011148, 0.2
2001033_2013165, 0.1
2001047_2008292, -0.1
2001058_2008156, 0.0
2001064_2006203, -0.1
2001064_2006321, 0.1
2001064_2010028, 0.1
2001064_2015132, 0.0
2001066_2009151, 0.1
2001077_2011184, 0.0
2001090_2010357, -0.3
2001111_2008006, 0.0
2001125_2009242, 0.1
2001127_2007220, 0.0
2001127_2013064, -0.1
2001134_2012237, 0.0
2001147_2006137, 0.1
2001147_2010204, 0.0
2001190_2005323, -0.2
2001277_2011211, 0.2
2001299_2014164, 0.0
2001310_2014141, 0.0
2002006_2011260, 0.0
2002013_2008173, 0.0
2002015_2013242, 0.2
2002027_2006254, 0.0
2002040_2002161, 0.0
2002048_2007199, 0.1
2002052_2007348, 0.1
2002101_2008152, 0.3
2002101_2011122, 0.2
2002101_2011354, 0.2
2002101_2014016, 0.2
2002116_2009005, 0.1
2002129_2011053, 0.1
2002155_2014260, -0.3
2002171_2006322, 0.1
2002171_2007257, 0.3
2002171_2009281, 0.1
2002187_2012317, 0.3
2002187_2017200, 0.2
2002199_2009125, -0.1
2002222_2014191, -0.1
2002248_2009247, 0.1
2002248_2017312, 0.2
2002258_2004315, 0.0
2002275_2013284, -0.2
2002276_2010316, 0.2
2002294_2017046, 0.1
2002330_2008234, 0.3
2002333_2014344, 0.2
2003019_2013205, -0.1
2003101_2008097, 0.0
2003101_2008153, -0.1
2003101_2011148, 0.0
2003137_2011141, -0.2
2003137_2017050, 0.0
2003142_2013019, -0.1
2003149_2017154, 0.0
2003155_2007226, -0.1
2003183_2008055, -0.1
2003185_2008053, 0.2
2003185_2013170, 0.2
2003185_2015123, -0.1
2003185_2017186, 0.2
2003196_2012054, 0.2
2003225_2017263, -0.3
2003242_2015255, 0.1
2003260_2016261, -0.5
2003263_2012205, 0.2
2003268_2004086, 0.5
2003279_2009153, 0.0
2003284_2009066, 0.3
2003296_2015215, -0.1
2003317_2016270, 0.0
2004028_2017030, 0.0
2004032_2012281, -0.1
2004046_2008192, 0.1
2004046_2011289, 0.1
2004076_2015183, 0.1
2004080_2012114, 0.0
2004133_2014275, 0.0
2004140_2013027, -0.2
2004143_2009192, 0.1
2004143_2012169, 0.1
2004191_2012258, 0.0
2004233_2012058, 0.2
2004247_2009065, -0.2
2004251_2011019, -0.1
2004251_2014216, 0.2
2004252_2012324, 0.0
2004254_2010014, 0.0
2004283_2009304, 0.0
2004283_2015197, 0.0
2004283_2017341, -0.3
2004315_2010199, 0.0
2004361_2004365, 0.4
2004361_2005029, 0.4
2004361_2005044, 0.5
2004361_2005129, 0.5
2004361_2008065, 0.7
2004361_2010272, 0.7
2004362_2005029, 0.0
2004362_2006133, 0.1
2004364_2011022, 0.2
2004365_2005029, 0.0
2004365_2005277, 0.2
2004366_2005044, 0.1
2004366_2005129, 0.0
2004366_2005204, 0.1
2004366_2010272, 0.2
2004366_2010273, 0.2
2004366_2015203, 0.2
2005002_2005026, 0.0
2005005_2012157, 0.0
2005007_2011200, 0.0
2005029_2005277, 0.2
2005031_2009066, 0.1
2005037_2005183, 0.3
2005037_2008218, 0.2
2005037_2012331, 0.3
2005037_2015163, 0.2
2005044_2005204, 0.0
2005044_2006259, 0.1
2005044_2010273, 0.1
2005044_2015203, 0.1
2005069_2009186, 0.1
2005071_2006225, 0.0
2005071_2007175, 0.1
2005071_2008129, 0.1
2005071_2009240, 0.1
2005071_2010352, 0.1
2005071_2014216, -0.2
2005071_2016353, -0.2
2005083_2016075, -0.2
2005087_2006102, 0.1
2005088_2010304, 0.0
2005116_2005225, 0.2
2005116_2011051, -0.1
2005120_2012235, -0.1
2005120_2016353, -0.4
2005129_2005244, 0.1
2005129_2006343, 0.1
2005129_2010272, 0.2
2005129_2012232, 0.0
2005129_2015189, -0.1
2005171_2013307, -0.1
2005183_2008218, -0.1
2005183_2015163, -0.1
2005204_2006259, 0.1
2005204_2010273, 0.1
2005204_2015203, 0.1
2005225_2011051, -0.3
2005244_2006075, 0.1
2005244_2006343, 0.0
2005244_2010272, 0.1
2005244_2015189, -0.2
2005254_2014357, -0.1
2005282_2011324, -0.1
2005285_2010070, -0.3
2005289_2016199, 0.0
2005316_2009206, 0.0
2006001_2008134, 0.1
2006013_2008132, 0.0
2006038_2017030, 0.0
2006057_2008005, -0.1
2006075_2008065, 0.0
2006075_2012315, -0.1
2006075_2015189, -0.3
2006109_2013170, 0.0
2006109_2017186, 0.0
2006130_2007106, 0.1
2006137_2010204, -0.1
2006153_2012270, 0.0
2006198_2014256, -0.1
2006203_2015132, 0.1
2006213_2014096, 0.0
2006214_2013119, 0.0
2006214_2015128, -0.1
2006225_2007175, 0.1
2006225_2008129, 0.1
2006225_2009240, 0.1
2006225_2010352, 0.1
2006225_2014216, -0.2
2006225_2016353, -0.2
2006247_2008006, 0.0
2006259_2010273, 0.0
2006301_2012349, -0.1
2006312_2008231, 0.0
2006321_2010028, 0.0
2006321_2015132, -0.1
2006322_2011185, -0.1
2006325_2013039, -0.1
2006343_2010272, 0.1
2006343_2012232, -0.1
2006343_2015189, -0.2
2006347_2008063, -0.3
2007063_2012317, 0.0
2007087_2016287, 0.0
2007110_2011125, 0.1
2007110_2016206, -0.2
2007110_2016270, 0.0
2007115_2010025, 0.0
2007172_2011231, 0.1
2007174_2014053, -0.1
2007175_2008129, 0.0
2007175_2009240, 0.0
2007175_2010352, 0.0
2007175_2016353, -0.3
2007199_2012211, -0.1
2007220_2013064, -0.1
2007234_2014102, 0.0
2007234_2014116, 0.0
2007255_2007335, 0.0
2007256_2008206, 0.0
2007256_2008300, -0.1
2007257_2008091, 0.0
2007257_2009317, 0.0
2007263_2007358, -0.2
2007263_2011062, -0.1
2007265_2014260, -0.3
2007278_2012088, -0.1
2007326_2012085, 0.1
2007326_2013010, 0.1
2007330_2014168, 0.0
2007331_2013162, 0.3
2007341_2012108, -0.1
2007358_2011062, 0.1
2008005_2012157, 0.0
2008006_2013234, 0.0
2008019_2011238, -0.1
2008053_2013170, 0.0
2008053_2017186, 0.0
2008059_2012306, -0.1
2008065_2010272, 0.0
2008065_2012232, -0.2
2008067_2016209, -0.1
2008074_2012064, -0.1
2008076_2010031, 0.2
2008097_2008153, -0.1
2008097_2011148, 0.0
2008101_2014199, -0.1
2008122_2011056, -0.1
2008124_2013044, 0.0
2008129_2009240, 0.0
2008129_2010352, 0.0
2008129_2011080, 0.0
2008129_2011148, 0.0
2008129_2016353, -0.3
2008152_2011122, -0.1
2008152_2011354, -0.1
2008152_2014016, -0.1
2008153_2011148, 0.1
2008176_2011170, -0.3
2008191_2012060, -0.1
2008192_2011289, 0.0
2008218_2012331, 0.1
2008218_2015163, 0.0
2008231_2017126, 0.0
2008235_2015218, 0.0
2008310_2017139, 0.1
2009054_2016245, -0.1
2009084_2016057, -0.5
2009104_2015179, 0.0
2009192_2012169, 0.0
2009206_2012223, 0.1
2009240_2010352, 0.0
2009240_2016353, -0.3
2009247_2017312, 0.1
2009254_2017123, -0.3
2009288_2012060, 0.1
2009330_2015280, 0.0
2009336_2017171, 0.1
2009342_2014136, 0.0
2010028_2015132, -0.1
2010041_2014109, 0.0
2010062_2011152, -0.1
2010064_2010109, 0.0
2010070_2011206, 0.1
2010078_2015198, 0.3
2010194_2013323, -0.1
2010237_2017213, -0.1
2010271_2016123, -0.3
2010272_2012232, -0.2
2010273_2015203, 0.0
2010345_2014345, -0.1
2010352_2014216, -0.3
2010352_2016353, -0.3
2010357_2013119, 0.4
2011051_2015340, -0.2
2011059_2017127, 0.0
2011080_2011148, 0.0
2011119_2011205, 0.1
2011122_2011354, 0.0
2011122_2014016, 0.0
2011141_2017050, 0.2
2011289_2015290, -0.2
2011326_2014043, -0.1
2011354_2014016, 0.0
2012023_2014039, 0.2
2012023_2015135, 0.1
2012081_2013015, 0.0
2012141_2015162, -0.1
2012157_2017017, 0.2
2012232_2015189, -0.1
2012235_2016353, -0.3
2012319_2016348, 0.0
2012326_2013329, 0.0
2012331_2015163, -0.1
2013010_2014038, -0.2
2013170_2017186, 0.0
2014039_2015135, -0.1
2014102_2014116, 0.0
